<br><font color=teal>*Index(Jjking217) says: Lord Kazekage. - Fri Oct 30 23:08:48 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: What? - Fri Oct 30 23:13:55 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hey gramps did you but my order in? - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Index(Jjking217) says: You said earlier you were going to handle the situation regarding Saeza's death, Right? - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Yeah. - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Index(Jjking217) says: I know you hate this request, But I'd like to tell you what happened, But I'd rather do it away from the interjection of peers. - Fri Oct 30 23:15:37 2015
<br><br><font color=teal>*Index(Jjking217) says: I don't care if you tell them later. - Fri Oct 30 23:15:37 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: .... - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Kilm(Vysasi) says: I want to tag along, I was told of what happened personally. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Index(Jjking217) says: It isn't my place to ask, But I feel the need to. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Or rather,I would like to tag along. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Index(Jjking217) says: Kilm, If you weren't there, Your information isn't the the most reliable. If I was a cop, I wouldn't even interrogate you. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Index(Jjking217) says: I appreciate it though. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: No,I just want to hear more about it. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Not give information. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Because, I was told of what happened. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: By you know who. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Index(Jjking217) says: I'll tell you myself. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Alright. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Hi Index. - Fri Oct 30 23:18:11 2015
<br><br><font color=teal>*Index(Jjking217) says: Hey, Nina. - Fri Oct 30 23:19:02 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I've been getting better, you know. - Fri Oct 30 23:20:44 2015
<br><br><font color=teal>*Index(Jjking217) says: That's good. - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Index(Jjking217) says: Up for some catching up? - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Sure thing. - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Index(Jjking217) says: You hungry? - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Not really. - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Index(Jjking217) says: I would ask you to grab a drink, But you don't look hardly the drinking age. - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Index(Jjking217) says: But, I do plan on getting me something to eat, So even if you don't intend to, care to tag along so we can talk? - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Mhm, sure. - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: .... - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Would tag along but it seems private. Have fun you two. - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Index(Jjking217) says: Not neccessarily private. - Fri Oct 30 23:25:52 2015
<br><br><font color=teal>*Index(Jjking217) says: But one student to another. - Fri Oct 30 23:25:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: .. . Borin'. - Fri Oct 30 23:48:03 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Who penetrating Tets?? -omit- - Fri Oct 30 23:52:19 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: This line though. - Fri Oct 30 23:54:52 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Yeah, haha. - Fri Oct 30 23:55:44 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Hm, I might go back to bed. - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Hassen, any missions? - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Enjoy your day then Ai - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: I will..Just need to sleep a little, ya know? - Fri Oct 30 23:57:26 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: I understand - Fri Oct 30 23:58:17 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yo ! - Thu Nov  5 11:29:55 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Or, Do you like acting dead ? - Thu Nov  5 23:53:10 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Just don't really have much to say. - Thu Nov  5 23:54:01 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Can't you think of anything ? - Thu Nov  5 23:55:44 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Talk about something or someone you like ? - Thu Nov  5 23:55:44 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Not really. - Thu Nov  5 23:56:35 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Wow. - Thu Nov  5 23:56:35 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: What was your name  - Thu Nov  5 23:57:26 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Was? - Thu Nov  5 23:57:26 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: What is your name . .  - Thu Nov  5 23:57:26 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Mana. - Thu Nov  5 23:59:08 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I See . .  - Thu Nov  5 23:59:08 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Yours? - Fri Nov  6 00:00:51 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Nice name though. - Fri Nov  6 00:00:51 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Mine is Zole. - Fri Nov  6 00:00:51 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Mutually nice. - Fri Nov  6 00:01:42 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: That how you start a conversation. - Fri Nov  6 00:02:33 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Better than waiting here dying. - Fri Nov  6 00:02:33 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I see. - Fri Nov  6 00:03:24 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) sits on the ground, then he looked at Mana and asked her a question " What do you do, when you're bored and wanna do something fun ? "* - Fri Nov  6 00:05:58 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Workout. - Fri Nov  6 00:05:58 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: You train . . . - Fri Nov  6 00:06:49 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Yeah. - Fri Nov  6 00:06:49 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Wow . .  - Fri Nov  6 00:06:49 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Yeah. - Fri Nov  6 00:07:40 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: No wonder you're scary . . . - Fri Nov  6 00:07:40 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I Mean strong ! - Fri Nov  6 00:07:40 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Uh huh. - Fri Nov  6 00:10:14 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hey yo gramps I came to get a mission. - Fri Nov  6 00:11:05 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: He is dead. - Fri Nov  6 00:11:56 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) yawns* - Fri Nov  6 00:14:30 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Huh ? - Fri Nov  6 00:16:12 2015
<br><br><font color=teal>*Zephira(Demon4626) says: D-delivery files for councile men?...Tax returns and parish development  work. - Fri Nov  6 00:16:12 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I will take that - Fri Nov  6 00:17:04 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Whatever. byeee. - Fri Nov  6 00:19:37 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Well... that was wired but anyways gramps. - Fri Nov  6 00:20:28 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: He is sleeping. - Fri Nov  6 00:20:28 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Dying on his chair; - Fri Nov  6 00:21:20 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Ha your funny everyone knows that everyone in the Hassan family is immortal. - Fri Nov  6 00:22:11 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) gets out a kunai and stabs the old mf in his heart killing him " here he is dead " - omit-
* - Fri Nov  6 00:23:02 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: And he left. - Fri Nov  6 00:27:18 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: And she died again. - Fri Nov  6 00:28:09 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) slowly close his eyes to take a nap, yes a nap in the kazekage office whatsoever, he sat on the chair and started to sleep.
* - Fri Nov  6 00:30:43 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) Wakes up and looks at tesumi with half closed eyes " yoo ? Is something happening ? "* - Fri Nov  6 00:50:20 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) " Whatever " He said to himself, then he went back to sleep.* - Fri Nov  6 00:53:45 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) He would shake Mana " Are you dead now ? " * - Fri Nov  6 01:00:35 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: No. I'm just waiting. - Fri Nov  6 01:01:26 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Whatever. - Fri Nov  6 01:04:51 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Why don't you try talking . . . ? - Fri Nov  6 01:06:33 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I'unno. - Fri Nov  6 01:07:24 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Being silent aint fun. - Fri Nov  6 01:08:16 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: And its not training. - Fri Nov  6 01:08:16 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Why doing it ? - Fri Nov  6 01:08:16 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I'm in my waiting mode... - Fri Nov  6 01:09:58 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: That is n't funny. - Fri Nov  6 01:11:40 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yup you died . . . again . . . - Fri Nov  6 01:17:39 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Not at all. - Fri Nov  6 01:19:21 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: You act like you are 30years old - Fri Nov  6 01:20:12 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Why? - Fri Nov  6 01:21:55 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Only old people doesn't like talking. - Fri Nov  6 01:21:55 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: They just love sitting their waiting for whatever they are waiting for. - Fri Nov  6 01:22:46 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I just have nothing to converse. - Fri Nov  6 01:23:37 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: As I said before. - Fri Nov  6 01:26:11 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Anything you like, like jutsus or types of fighting or how you training, - Fri Nov  6 01:26:11 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: or someone you really like and look up to him or her. - Fri Nov  6 01:27:02 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Everyone got some stuff like these. - Fri Nov  6 01:27:02 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Most of the people I look up to were killed a day or two ago. - Fri Nov  6 01:27:53 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: . . . - Fri Nov  6 01:28:44 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Like who ? - Fri Nov  6 01:28:44 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Uh... - Fri Nov  6 01:28:44 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: The Miuzkage. - Fri Nov  6 01:28:44 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: My elder cousin... - Fri Nov  6 01:29:36 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: And Violet. - Fri Nov  6 01:29:36 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: All killed by someone I was training under. - Fri Nov  6 01:29:36 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Who simply left without giving an explanation at to why he committed such actions. - Fri Nov  6 01:29:36 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I See . .  - Fri Nov  6 01:31:18 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I was only living to be as strong as my brother . .  - Fri Nov  6 01:31:18 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: but now he is dead. - Fri Nov  6 01:31:18 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: And I got no reason to live . . but to avenge him or atleast see the one who killed him dead . . . - Fri Nov  6 01:31:18 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Makes sense. - Fri Nov  6 01:32:09 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I Mean why did she has to kill him . .  - Fri Nov  6 01:32:09 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I didn't stay with him that much . . .  - Fri Nov  6 01:32:09 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: The motives behind actions such as that are a mystery simply due to the nature of them. - Fri Nov  6 01:33:00 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: If we knew the answer to that quesiton then they'd never happen. - Fri Nov  6 01:33:00 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I don't even know why she killed him. - Fri Nov  6 01:33:52 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Wasn't Katsune and Kilm always helping each other . .  - Fri Nov  6 01:33:52 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: why was she the one who had to finish him . . . - Fri Nov  6 01:33:52 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Hmm. - Fri Nov  6 01:35:34 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I don't know any of them. - Fri Nov  6 01:35:34 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: You asked him once for scrolls . . - Fri Nov  6 01:36:25 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: When? - Fri Nov  6 01:36:25 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: I've only been in this village for a day. - Fri Nov  6 01:36:25 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Wait really ? - Fri Nov  6 01:37:16 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Yeah,. - Fri Nov  6 01:37:16 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Nevermind then . . maybe it was someone who looked like you. - Fri Nov  6 01:37:16 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Oh well . . I Have waited for so long. - Fri Nov  6 01:38:59 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I am going to take a walk. - Fri Nov  6 01:38:59 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Need anything ? - Fri Nov  6 01:39:50 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Just waiting on him to awaken. - Fri Nov  6 01:41:32 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: No, I mean need anything from outside ? - Fri Nov  6 01:41:32 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: No thanks.  - Fri Nov  6 01:44:57 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Okay. - Fri Nov  6 01:44:57 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Bye. - Fri Nov  6 01:44:57 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: . . . - Fri Nov  6 01:45:48 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: You're still there. - Fri Nov  6 01:45:48 2015
<br><br><font color=teal>*Zephira(Demon4626) says: ? - Fri Nov  6 01:46:40 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: What with that red hair . . .? - Fri Nov  6 01:47:31 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Anyway . . Are you a medical ninja ? - Fri Nov  6 01:49:13 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yo tril ! - Fri Nov  6 01:52:38 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) And his legs took him to the place where he first met Kilm " I see you people are dead like always . . . anyway . . . Hello ! " he said with a faint smile while waving with his left hand.* - Fri Nov  6 01:56:54 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: What exactly, did you want to try out?.. - Fri Nov  6 02:04:35 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Its one of my jutsu.. I know your sand dome thing is pretty darn tough and thier are people out there with bodys just as though. - Fri Nov  6 02:05:26 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Okay?.. - Fri Nov  6 02:05:26 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: I wanna see if this can remedy some one with a body as strong as your sand dome. - Fri Nov  6 02:06:17 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm.. I doubt it, but you may try.. - Fri Nov  6 02:06:17 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Go on a head. - Fri Nov  6 02:06:17 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Okay I wont hold back on it. - Fri Nov  6 02:07:08 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Back to you dead people. - Fri Nov  6 02:09:42 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: From me a person who is standing in his place, without moving and without talking is as good as dead more like a statue - Fri Nov  6 02:11:24 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: The dead can't stand. Doing nothing is a sign of living. - Fri Nov  6 02:12:16 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Nope. - Fri Nov  6 02:12:16 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: A dead person, or a statue does nothing  - Fri Nov  6 02:12:16 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: All the dead can do is remain dead and in our memories. - Fri Nov  6 02:12:16 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: A statue stands for all to see. - Fri Nov  6 02:13:07 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Whatever bro. - Fri Nov  6 02:15:40 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: One should view things in multiple perspectives. - Fri Nov  6 02:15:40 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yup. - Fri Nov  6 02:16:32 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Its not funny when you are standing around lots of people and only one person is talking back with you . .  - Fri Nov  6 02:16:32 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: I never saw that as 'funny' either.  Unless they say a funny joke. - Fri Nov  6 02:17:23 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Anyway, I faintly remember your face. May I get your name? I'm Kuro. - Fri Nov  6 02:18:14 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: My name is Zole. - Fri Nov  6 02:18:14 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Pleasure to meet you. - Fri Nov  6 02:19:05 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Same here . .  - Fri Nov  6 02:19:05 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Can I ask you a question? Have you seen a man with gray hair, glasses and a white scar recently? - Fri Nov  6 02:19:56 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Nope. - Fri Nov  6 02:19:56 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: You know his name ? - Fri Nov  6 02:20:48 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Has anyone seen Bryson around? - Fri Nov  6 02:22:30 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: He is up there ? - Fri Nov  6 02:22:30 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Noooope . . I don't know anyone with that name. - Fri Nov  6 02:23:21 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: I see..  - Fri Nov  6 02:24:12 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Ah, well... - Fri Nov  6 02:24:12 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Where you around when Tetsujin came to the village? - Fri Nov  6 02:24:12 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Who? - Fri Nov  6 02:24:12 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: -- Oh, wait. - Fri Nov  6 02:25:04 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Bryson, there you are. - Fri Nov  6 02:25:04 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Ai-kun is in the hospital, poisoned. The Medics there should be able to help him in a few days- but he said you should be able to help more, in a brief moment of consciousnses. - Fri Nov  6 02:25:04 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: A dangerous man who was able to use iron as a weapon. He was able to turn into it, and eat it. - Fri Nov  6 02:25:55 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Back to being silent. - Fri Nov  6 02:28:28 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I will go and sleep for today then . .  - Fri Nov  6 02:29:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: We can not protect the world.. - Fri Nov  6 08:37:07 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I've elarned such the hard way. - Fri Nov  6 08:37:07 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: I was taught the life cycle growing up.  - Fri Nov  6 08:37:07 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Look hea SImba.. - Fri Nov  6 08:37:07 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -omit- - Fri Nov  6 08:37:07 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: It doesnt have to be hate. The Lion eats the gazelle and the lion dies to nourish the grass.. - Fri Nov  6 08:37:58 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: This guy happedned to be a lone gazelle in a pride of lions.. - Fri Nov  6 08:37:58 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: -omit- - Fri Nov  6 08:37:58 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) As he takes some few steps entering the kazekage mansion, to see if he can take a mission when he saw a dead body on the floor, he didn't know if that woman was just killed or if she was dead here for long time " . . . Hello . . What is happening " He asked in an amazed tone.* - Fri Nov  6 08:38:49 2015
<br><br><font color=teal>*Kuro(Ichigo10101) thinks: I'll remember you, just like I remember Reign. - Fri Nov  6 08:39:40 2015
<br><br><font color=teal>*Kuro(Ichigo10101) thinks: Never will I forget the names of those who I've failed to save.. - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: No mate... - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Some humans kill to protect their young.. - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Their loved ones.. - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: ....Fujitora. What happened here? - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Had he killed my son... - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: WHAT WOiuld YOU Have done? - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Pray? - Fri Nov  6 08:40:32 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: That does not bring back the dead...Or prevent it.. - Fri Nov  6 08:41:23 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: It all stems from selfish desires and hate. - Fri Nov  6 08:41:23 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: What some shinobi do it not out of selfishness but out of their kind hearts..S - Fri Nov  6 08:41:23 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Stained by this world. - Fri Nov  6 08:41:23 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: And its fucking filth...It's Shinobi..Gezo...Filth.. - Fri Nov  6 08:41:23 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: To prevent more bloodshed, we can't solve it by adding more blood. - Fri Nov  6 08:42:14 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) thinks: Of course, Fujitora is useless for information. - Fri Nov  6 08:42:14 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: ... - Fri Nov  6 08:42:14 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Kuro, what happened here? - Fri Nov  6 08:42:14 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Justice.. - Fri Nov  6 08:43:05 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: A man infultrated the village, and we cornered him here. - Fri Nov  6 08:43:05 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: No. - Fri Nov  6 08:43:05 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: One person please. - Fri Nov  6 08:43:05 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Kuro, continue. - Fri Nov  6 08:43:05 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: It was not justice. It was murder. - Fri Nov  6 08:43:05 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: We cornered the man, and had him detained. - Fri Nov  6 08:43:56 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: What did he do? - Fri Nov  6 08:43:56 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Then Trilliam set off an explosion, and Fujitoraand Tetsumi killed the man off. - Fri Nov  6 08:43:56 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: I did what now? - Fri Nov  6 08:44:48 2015
