<br><font color=teal>*Kinami Hassan(Ninasky115) says: Is that it, Ai? - Mon Dec  7 03:35:28 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *shrugs*  Well I don't know where he is, sorry. - Wed Dec  9 00:26:52 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Ah.. Uhm... Alright... - Wed Dec  9 00:26:52 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Probably still on missions or such..  - Wed Dec  9 00:26:52 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Maybe. - Wed Dec  9 00:26:52 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: After so long. Still never around. Hngg... - Wed Dec  9 00:27:44 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Alright...  - Wed Dec  9 00:27:44 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: You're not from around here are you? - Wed Dec  9 00:27:44 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Uhm.. I actually am.  - Wed Dec  9 00:27:44 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Really?  I've never seen you here before. - Wed Dec  9 00:28:35 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: Looks like I gotta speak the truth soon..  - Wed Dec  9 00:28:35 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Mhm..  - Wed Dec  9 00:28:35 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: Fujitora is never around. - Wed Dec  9 00:28:35 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Mhm.. I see...  - Wed Dec  9 00:28:35 2015
<br><br><font color=teal>*Claudette(Kumaki) says: As always..  - Wed Dec  9 00:29:26 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Riigght. .  - Wed Dec  9 00:29:26 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: When is graduation again Trill? - Wed Dec  9 00:31:08 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: Funny...  - Wed Dec  9 00:31:08 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: They're so quiet... It's even more populated in Konoha... Damn... - Wed Dec  9 00:33:42 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: H-Hiroshi. - Wed Dec  9 00:34:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Yes Momu? - Wed Dec  9 00:34:33 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: W-We should spar when I'm n-not pregnant. - Wed Dec  9 00:34:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That is a good idea, but you make sure that you fully recover before you come spar me. - Wed Dec  9 00:34:33 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: Oh man, I can't wait for you to have your kids Momu! - Wed Dec  9 00:34:33 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: Spars are still a thing.. Hm...  - Wed Dec  9 00:34:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Hmmmmm. . . Kids.  . .Hmmm. . I need to think of a name - Wed Dec  9 00:35:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Oh yeah Kyu, thanks for helping Green a while ago. - Wed Dec  9 00:35:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Really appreciate it. - Wed Dec  9 00:35:24 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) thinks: *voice echos in Hideo's mind* Pervoshi the 2nd - Wed Dec  9 00:36:16 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: Hmm? No problem. It wasn't a bother or anythign. - Wed Dec  9 00:36:16 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: C-Chikyu. - Wed Dec  9 00:36:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: What the hell was that? - Wed Dec  9 00:36:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Thanks, he tends to get lazy. - Wed Dec  9 00:36:16 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: Y-You're my official babysitter when I-I have them. - Wed Dec  9 00:36:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I have to stay on him. - Wed Dec  9 00:37:07 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *gasp*  I like kids too Momu. - Wed Dec  9 00:37:07 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: Poor poor kid, still so young.. And having those horrible children.. I can barely keep mine under control..  - Wed Dec  9 00:37:58 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: That baby sure is talkative. . Hahahaha. - Wed Dec  9 00:37:58 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: O-Oh alright.. - Wed Dec  9 00:37:58 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Did she just try to out gasp me? - Wed Dec  9 00:38:49 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) thinks: *Voice appears again in hiro's mind* Try, I totally did! - Wed Dec  9 00:38:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Haha take that. . .  - Wed Dec  9 00:38:49 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: I bet they didn't even miss me, only Master did... Maybe...  - Wed Dec  9 00:38:49 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: Y-You're with kinami. - Wed Dec  9 00:38:49 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: S-So no. - Wed Dec  9 00:38:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I know who I am with. - Wed Dec  9 00:39:40 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: S-Sorry. - Wed Dec  9 00:39:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaa? - Wed Dec  9 00:39:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I don't get it. - Wed Dec  9 00:39:40 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) thinks: What a brown nose you got Pervoshi!  - Wed Dec  9 00:39:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Nami likes kids too as far as I can tell Momu. - Wed Dec  9 00:40:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: So why can't we watch your kid? - Wed Dec  9 00:40:32 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: N-Not my kids. - Wed Dec  9 00:40:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Why? - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: R-Reasons.. - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: Oh...Hiroshi just drop it - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: A-Anyways. - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . .  - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: C-Chikyu. - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I don't get it. - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: Being pregnant i-is boring, I c-can't train. - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: I'm so confused. . . .  - Wed Dec  9 00:41:23 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Guess I will drop it for now. . .. . *sigh* - Wed Dec  9 00:43:05 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: H-Hmm.. - Wed Dec  9 00:43:05 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: G-Good idea. - Wed Dec  9 00:43:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Yea, you can always visualise too Momu. - Wed Dec  9 00:43:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That tends to help me. - Wed Dec  9 00:43:56 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: You could also take up knitting, make your kids some adorable watermelon clothes, socks, mittens, jacket, and so on. - Wed Dec  9 00:43:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs*  Can you even knit Kyu? - Wed Dec  9 00:44:48 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: NOPE! - Wed Dec  9 00:45:39 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: H-Heh. - Wed Dec  9 00:47:21 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: To much... Baby talk...  - Wed Dec  9 00:48:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Guess you are right about that. *laughs* - Wed Dec  9 00:49:55 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Better watch it Kyu.  Ketsuki is going to take your flower. Hahahaha. - Wed Dec  9 00:54:11 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: Nice to meet chu! Ketsuki! - Wed Dec  9 01:02:43 2015
<br><br><font color=teal>*Ryutou, Ketsuki(SephirothRaged) says: Hai hai! - Wed Dec  9 01:03:34 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: No, hai hai you! - Wed Dec  9 01:03:34 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: She is such a happy baby!~ - Wed Dec  9 01:03:34 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) thinks: S-Such a cute b-baby. - Wed Dec  9 01:04:25 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) thinks: T-Takes after a-ai. - Wed Dec  9 01:04:25 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: So Momu, when are your babies going to be here? - Wed Dec  9 01:06:08 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: V-Very soon. - Wed Dec  9 01:06:08 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: I-I feel them kick e-every now and then.. - Wed Dec  9 01:06:08 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Really? - Wed Dec  9 01:06:59 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Can I feel it? - Wed Dec  9 01:06:59 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Hmmm, - Wed Dec  9 01:06:59 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Geo Dude. - Wed Dec  9 01:06:59 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: S-Sure. - Wed Dec  9 01:06:59 2015
<br><br><font color=teal>*Ryutou, Ketsuki(SephirothRaged) says: Haahh.. not.. sleepy.. at all.. - Wed Dec  9 01:06:59 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Hows it going. - Wed Dec  9 01:06:59 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: N-Nope. - Wed Dec  9 01:09:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs*  I wonder what their kick is going to be like outside of the belly? - Wed Dec  9 01:09:32 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Hi, Ma-na-mi. - Wed Dec  9 01:09:32 2015
<br><br><font color=teal>*Ryutou, Mizora(Dandere-chan) thinks: at 0.25 strength - Wed Dec  9 01:09:32 2015
<br><br><font color=teal>*Ryutou, Mizora(Dandere-chan) thinks: -omit- - Wed Dec  9 01:09:32 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: P-Probably not much. - Wed Dec  9 01:10:24 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: T-They're not even b-born yet! - Wed Dec  9 01:10:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: They will be soon. *laughs* - Wed Dec  9 01:10:24 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: M-Mmhmm. - Wed Dec  9 01:12:06 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: You're always throwing shade at my husband. - Wed Dec  9 01:12:57 2015
<br><br><font color=teal>*Ryutou, Ketsuki(SephirothRaged) says: Sha-de? - Wed Dec  9 01:12:57 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Haaaaa. - Wed Dec  9 01:12:57 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What's wrong Trill? - Wed Dec  9 01:14:40 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: I-I'ma go - Wed Dec  9 01:14:40 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Huh nothing. - Wed Dec  9 01:14:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: You sure man? - Wed Dec  9 01:14:40 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Everything has just become so peacful. - Wed Dec  9 01:15:31 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Isn't that good? - Wed Dec  9 01:15:31 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Its like a calm before the storm. - Wed Dec  9 01:15:31 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hmmm. - Wed Dec  9 01:15:31 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I say lets just enjoy it while we can man. - Wed Dec  9 01:15:31 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Like i cant shake the feeling that we are forgetting something. - Wed Dec  9 01:15:31 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hmmm, I think you just worry too much buddy. - Wed Dec  9 01:16:22 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: That may be the case but... I think I'm train harder than I evever have. - Wed Dec  9 01:16:22 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Just Incase you know. - Wed Dec  9 01:17:13 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs*  You do that. - Wed Dec  9 01:17:13 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I will be training right with you. - Wed Dec  9 01:17:13 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Great I need to be faster. - Wed Dec  9 01:18:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Run then. - Wed Dec  9 01:18:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: A lot. - Wed Dec  9 01:18:04 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: I'll save that for later. - Wed Dec  9 01:19:47 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: For now I gotta get better at using my justu consectivly. - Wed Dec  9 01:20:38 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Do you Trill, you got my support buddy. - Wed Dec  9 01:21:29 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hey there Beauriful.~ - Wed Dec  9 01:31:44 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Hm? - Wed Dec  9 01:32:35 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I don't get a hi back? - Wed Dec  9 01:33:26 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Hiya youngster, - Wed Dec  9 01:33:26 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Youngster?  I'm 14 almost 15 now.  *laughs* - Wed Dec  9 01:33:26 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: I'm fifteen! - Wed Dec  9 01:35:08 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Yup.. they have a weird thing going on. - Wed Dec  9 01:35:08 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . .  - Wed Dec  9 02:09:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Why are you here again? - Wed Dec  9 02:09:16 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: I basically live here Hiroshi don't play. - Wed Dec  9 02:09:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I am not playing. - Wed Dec  9 02:10:08 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I'm serious. - Wed Dec  9 02:10:08 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: ...You don't like me Hiroshi? I thought we were boys. - Wed Dec  9 02:10:59 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I can never tell with you. . .  - Wed Dec  9 02:10:59 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: What d'ya mean? I'm always trying to help you get the girl. - Wed Dec  9 02:10:59 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: And I'm always training with ya bro. - Wed Dec  9 02:10:59 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Get the girl? - Wed Dec  9 02:10:59 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I got the girl. - Wed Dec  9 02:10:59 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . .  - Wed Dec  9 02:11:50 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: See this is what I am talking about you bastard. - Wed Dec  9 02:11:50 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I have always had a pair. - Wed Dec  9 02:11:50 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: I couldn't tell buddy. And I'm not being mean or rude..I just lack tact is all. - Wed Dec  9 02:11:50 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Clearly. . .  - Wed Dec  9 02:11:50 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Heh. - Wed Dec  9 02:12:41 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Hmm he knows Iza? - Wed Dec  9 02:12:41 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hello. - Wed Dec  9 02:12:41 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Oh yeah! I never asked. How'd that chuunin exam go for you after the one-armed wunderkind kicked ya into the ground? - Wed Dec  9 02:13:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *sigh*  I passed if that is what you mean. - Wed Dec  9 02:13:32 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Oh really?! You're a Chuunin? Congratulations Hiroshi my man! We gotta celebrate I mean I -know- I'm a bit late but yeah. - Wed Dec  9 02:14:24 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Heh..heheh... oh geeze the Geo Dush has blue hair like bro now heheh awh~ he must admire him too~, heheh. Funny that he hates you. - Wed Dec  9 02:14:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Heheh yea. . . Thanks. . . - Wed Dec  9 02:15:15 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Hey... - Wed Dec  9 02:15:15 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Wasn't that your teacher? - Wed Dec  9 02:15:15 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Where? - Wed Dec  9 02:15:15 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *whistle* - Wed Dec  9 02:15:15 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Sensei!!!! - Wed Dec  9 02:15:15 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: She -just-passed us. - Wed Dec  9 02:15:15 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Yes. - Wed Dec  9 02:16:06 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I am a Chunnin aswell.~ - Wed Dec  9 02:16:06 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hey Bro, you have met the douchebag right? *points to Geo* - Wed Dec  9 02:16:57 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Oh that's cool. Congrats. Not surprising though, we have an 8 year old Jonin in the Mist. You kids are pretty powerful. - Wed Dec  9 02:16:57 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Hm? Yes and no. I tend not to talk to people I don't like. - Wed Dec  9 02:16:57 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Actually..Heiwa might be about..10 now.. - Wed Dec  9 02:16:57 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hahaha you don't like the Geo? - Wed Dec  9 02:17:48 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: When was the last time you went to go see Heiwa little one? - Wed Dec  9 02:17:48 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Heiwa came to Sunagakure not too long ago. - Wed Dec  9 02:17:48 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: So, I guess that'd be about a year. - Wed Dec  9 02:18:40 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: -The- Geo? That doesn't sound right. That makes it sound like he's suer important or a super hero or something - Wed Dec  9 02:18:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: He isn't important. - Wed Dec  9 02:18:40 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: I am a bit of a super hero haha! - Wed Dec  9 02:18:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I had things running though my head, sorry. - Wed Dec  9 02:18:40 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Speaking of Heiwa. - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: But yeah? That's cool..So that I stop calling you little one... - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: No... like hell you are - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: What's your name? - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I think i'm going to pay him a visit soon. - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Izanami. - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Izanami. Cool name. Names Geo. - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Nice to finally know your name. - Wed Dec  9 02:19:31 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: You'll grow to hate it Iza - Wed Dec  9 02:20:22 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Yeah. Hopefully we can become friends. Hahah~ - Wed Dec  9 02:21:13 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Gooo... - Wed Dec  9 02:21:13 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Gaagooooo - Wed Dec  9 02:21:13 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mama.. - Wed Dec  9 02:21:13 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Hungy.. - Wed Dec  9 02:21:13 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: PEDO ALERT!! -omit- - Wed Dec  9 02:21:13 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mama feed Mamimi~ - Wed Dec  9 02:22:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I feel like you only give me a hard time Geo. . .  - Wed Dec  9 02:22:04 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Hm? Probably. - Wed Dec  9 02:22:04 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *nods* - Wed Dec  9 02:22:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . .  - Wed Dec  9 02:22:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Go home. - Wed Dec  9 02:22:56 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Why d'ya hate me so much Hiroshi? Hmph. - Wed Dec  9 02:22:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm. - Wed Dec  9 02:22:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Why do you hate me so much? Hmph. - Wed Dec  9 02:22:56 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mamimi hungy...Feed mamimi... - Wed Dec  9 02:22:56 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: That list must be longer then the 'Don't get on there bad sie' list - Wed Dec  9 02:22:56 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: FEED MAMIMI! - Wed Dec  9 02:23:47 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That baby sounds hungry. - Wed Dec  9 02:24:38 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: feed it some dick - Wed Dec  9 02:27:12 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Wed Dec  9 02:27:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Sh... - Wed Dec  9 02:28:03 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mamami hungy... - Wed Dec  9 02:29:45 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: ... - Wed Dec  9 02:30:36 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Cmon. - Wed Dec  9 02:30:36 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: ..... - Wed Dec  9 02:30:36 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: ---Note to self. - Wed Dec  9 02:30:36 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: This baby. . .  - Wed Dec  9 02:30:36 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I have food. - Wed Dec  9 02:30:36 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Come back. - Wed Dec  9 02:30:36 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mamami play. - Wed Dec  9 02:34:52 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: No. - Wed Dec  9 02:34:52 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mamami play.... - Wed Dec  9 02:35:44 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Play with mommy. - Wed Dec  9 02:35:44 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Say Byakugan. - Wed Dec  9 02:35:44 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: ! - Wed Dec  9 02:35:44 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Byaguggan~ - Wed Dec  9 02:35:44 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What the hell is that? - Wed Dec  9 02:35:44 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Eh I gotta go home.. - Wed Dec  9 02:35:44 2015
